SpeciesID,SpeciesName,CapsaicinContent (ppm),FruitSize (cm),Color,HeatLevel (SHU),GeneticMarker1,GeneticMarker2,DiseaseResistance,Yield (kg/plant),GrowingConditions,FloweringTime (days),MaturityTime (days),PestResistance,DroughtTolerance,Crossability,CropGenetics
183,Capsicum lanceolatum,742,10.70587261844667,Yellow,99910,G1,G2,High,1.2182262126149803,"Warm, Dry",58,130,High,Medium,High,Gen-55
184,Capsicum annuum,1358,14.224122417459416,Orange,40614,G8,G5,Medium,8.441318980066592,"Warm, Dry",56,84,Low,Medium,High,Gen-91
185,Capsicum lanceolatum,925,12.335169158719406,Purple,167395,G3,G2,High,5.712940143666731,"Warm, Dry",51,90,High,Low,Medium,Gen-60
186,Capsicum flexuosum,943,5.869131984794411,Red,177546,G5,G4,Low,8.786065408429799,"Cool, Dry",68,148,Low,Low,Medium,Gen-61
187,Capsicum cardenasii,1076,3.8544879785908557,Orange,24516,G8,G3,Medium,7.142066477579212,"Warm, Dry",61,113,Medium,Medium,Low,Gen-28
188,Capsicum frutescens,513,14.308243453042131,Orange,110611,G1,G7,High,4.887292818337942,"Cool, Dry",50,109,High,Low,Medium,Gen-16
189,Capsicum baccatum,445,9.038759236704593,Yellow,39559,G2,G6,Low,3.841689154666322,"Cool, Dry",68,84,Medium,High,High,Gen-46
190,Capsicum annuum,1099,13.154705691614978,Orange,137031,G4,G4,Medium,1.5067198047917936,"Cool, Dry",62,84,Low,High,Low,Gen-75
191,Capsicum baccatum,645,11.280659763078496,Purple,136503,G5,G2,High,6.039089738404053,"Warm, Humid",42,114,Low,Low,Medium,Gen-96
192,Capsicum annuum,1278,13.862268485850787,Orange,79167,G7,G6,Low,8.48105846251375,"Cool, Dry",61,109,Medium,Medium,Low,Gen-73
193,Capsicum pubescens,695,11.487924817202888,Green,126222,G2,G4,Medium,7.754390805331403,"Warm, Humid",46,144,Low,Low,High,Gen-60
194,Capsicum chinense,1188,12.625192503023172,Purple,86228,G1,G3,Low,4.453005954100833,"Warm, Dry",61,146,Medium,High,Low,Gen-52
195,Capsicum cardenasii,771,11.10911851905301,Orange,88108,G7,G7,High,4.460870966936119,"Warm, Humid",63,115,Low,Low,Medium,Gen-91
196,Capsicum pubescens,782,10.177741558721927,Yellow,25487,G2,G6,Medium,2.9267110397079943,"Cool, Dry",55,85,High,Low,Medium,Gen-36
197,Capsicum lanceolatum,1091,13.477094622841728,Green,144910,G3,G9,Medium,7.837008980808261,"Warm, Dry",60,115,Medium,High,Low,Gen-95
198,Capsicum rhomboideum,732,8.943928318053523,Red,112678,G3,G4,Low,9.037046693619438,"Warm, Dry",55,117,Medium,High,Low,Gen-88
199,Capsicum tovarii,475,14.729391712725258,Green,171888,G7,G9,High,2.8291093803388323,"Cool, Dry",52,122,Medium,Medium,Medium,Gen-42
200,Capsicum annuum,1265,4.439022741909168,Purple,181462,G1,G2,High,6.688101489092129,"Warm, Humid",42,130,High,Low,High,Gen-29
201,Capsicum annuum,642,12.675547916924918,Orange,42553,G1,G8,Medium,5.428155500295429,"Warm, Dry",61,141,Medium,Medium,High,Gen-81
202,Capsicum pubescens,673,11.196084623208314,Purple,185848,G5,G8,Medium,1.4695874791502428,"Warm, Dry",65,103,Medium,Medium,Low,Gen-73
203,Capsicum frutescens,1061,7.942714619634133,Yellow,135870,G4,G8,High,5.288786266668879,"Cool, Dry",41,107,Low,High,Medium,Gen-2
204,Capsicum lanceolatum,389,9.89376296229139,Orange,73752,G9,G8,High,5.635952960778423,"Warm, Dry",56,122,High,Low,High,Gen-40
205,Capsicum chinense,731,9.785108917285266,Orange,14335,G9,G3,Low,2.1487553764741634,"Warm, Dry",54,135,Medium,Low,Medium,Gen-66
206,Capsicum chacoense,1034,7.891394525758194,Purple,98710,G3,G5,Medium,9.901183802673474,"Warm, Humid",49,87,Medium,Medium,Low,Gen-77
207,Capsicum rhomboideum,1065,14.222041649805504,Green,105912,G7,G6,Low,8.663968870255694,"Cool, Dry",40,142,Medium,High,Medium,Gen-32
208,Capsicum baccatum,999,14.410189825072646,Purple,31715,G6,G6,Medium,6.415107014631106,"Cool, Dry",58,107,High,Low,Low,Gen-87
209,Capsicum eximium,413,10.87482177284744,Red,46443,G3,G5,Low,7.7695574686478155,"Cool, Dry",57,121,Medium,Medium,Medium,Gen-22
210,Capsicum chinense,920,11.186674686547178,Green,190126,G4,G8,Low,3.1334805201982956,"Warm, Dry",50,114,Low,Low,Medium,Gen-36
211,Capsicum chinense,564,6.4697031267636085,Green,165490,G9,G2,Medium,4.1484398881115805,"Warm, Dry",68,138,High,Low,High,Gen-42
212,Capsicum chacoense,401,12.836496700843728,Purple,196723,G7,G5,Low,3.477724965586408,"Warm, Humid",46,112,Medium,High,Low,Gen-5
213,Capsicum pubescens,528,7.687587704627896,Red,114538,G9,G7,Medium,8.60619508374488,"Warm, Humid",49,95,Low,High,Low,Gen-96
214,Capsicum cardenasii,1429,6.363108858011516,Yellow,199629,G4,G2,Low,7.374214937473262,"Cool, Dry",53,118,Medium,Low,Medium,Gen-84
215,Capsicum chacoense,1149,12.520756598788138,Green,14635,G7,G6,High,2.7644381936681235,"Warm, Humid",48,92,Low,Low,Low,Gen-78
216,Capsicum baccatum,402,3.7639447736559593,Purple,155856,G7,G5,Medium,5.794543527190962,"Warm, Dry",54,104,High,Low,Low,Gen-98
217,Capsicum annuum,1173,5.228209286085065,Yellow,52263,G9,G7,Low,4.288641759840825,"Warm, Humid",52,81,High,Medium,High,Gen-61
218,Capsicum annuum,1366,12.774373721220861,Purple,38551,G5,G2,High,1.7324463530510035,"Cool, Dry",65,106,Medium,Low,Low,Gen-21
219,Capsicum chacoense,498,11.321573217340902,Green,184386,G2,G1,Low,4.568127783319092,"Cool, Dry",61,99,Medium,Medium,High,Gen-62
220,Capsicum chacoense,1453,10.657653194649383,Yellow,172998,G8,G5,High,3.891503113396298,"Warm, Dry",46,80,Medium,Medium,Low,Gen-79
221,Capsicum baccatum,740,5.189350453916152,Red,82200,G7,G5,Medium,2.729441987415921,"Warm, Humid",60,102,Medium,High,Medium,Gen-66
222,Capsicum rhomboideum,452,14.470684391903415,Green,60295,G7,G4,High,4.427566944802525,"Warm, Dry",43,100,Medium,Medium,High,Gen-84
223,Capsicum tovarii,632,7.630571914666273,Green,152414,G1,G2,Medium,1.2808356670848315,"Warm, Dry",51,134,High,Medium,Low,Gen-62
224,Capsicum pubescens,383,8.592909311928143,Red,134585,G3,G1,High,7.349641596164014,"Warm, Humid",65,127,High,Medium,High,Gen-97
225,Capsicum tovarii,1156,9.077701000366059,Orange,144991,G5,G1,Medium,4.416153510155343,"Warm, Humid",69,103,High,Low,High,Gen-41
226,Capsicum eximium,1293,11.692788723950322,Yellow,128960,G8,G4,High,1.4891368300288814,"Warm, Humid",64,99,Low,Low,Low,Gen-13
227,Capsicum chacoense,562,12.968487783298364,Orange,145334,G7,G8,High,1.14410786680783,"Warm, Dry",43,88,Medium,Low,Low,Gen-76
228,Capsicum galapagoense,601,10.974253538206462,Orange,170253,G2,G3,High,4.450517148686119,"Warm, Dry",69,138,Low,Medium,Low,Gen-28
229,Capsicum frutescens,1307,3.677173264552865,Yellow,11152,G6,G1,High,4.2663379638429415,"Warm, Humid",65,116,High,High,Low,Gen-36
230,Capsicum rhomboideum,567,11.223789822854023,Red,167109,G6,G9,Medium,7.7537645687870596,"Warm, Dry",64,135,Low,High,Medium,Gen-37
231,Capsicum baccatum,1059,10.102637314673752,Yellow,70206,G2,G7,Medium,5.385690942331346,"Warm, Humid",63,129,Medium,High,Low,Gen-75
232,Capsicum rhomboideum,377,7.169557586925158,Green,82785,G7,G6,High,5.4659218823960005,"Cool, Dry",53,110,Low,Medium,Low,Gen-22
233,Capsicum lanceolatum,629,12.280459859429318,Red,59728,G8,G5,Low,2.8809858909960115,"Warm, Humid",51,100,Low,Low,Medium,Gen-9
234,Capsicum baccatum,1199,4.338806834765453,Green,164254,G3,G9,High,1.9845056920931388,"Warm, Dry",44,104,Low,High,High,Gen-63
235,Capsicum cardenasii,680,9.324638106219808,Yellow,66064,G1,G1,Medium,3.8032611431085113,"Warm, Dry",58,112,High,Low,Medium,Gen-80
236,Capsicum frutescens,1285,11.697160447986741,Red,143203,G3,G4,Medium,4.88758551285194,"Warm, Dry",60,121,High,Medium,High,Gen-24
237,Capsicum frutescens,1079,8.20540479503093,Orange,144694,G2,G3,High,2.7390314648973284,"Cool, Dry",64,149,Low,High,Medium,Gen-94
238,Capsicum lanceolatum,1427,8.170023902670426,Orange,12489,G1,G6,High,5.815265994392476,"Warm, Dry",50,138,High,Low,Medium,Gen-52
239,Capsicum rhomboideum,509,8.817427963091138,Green,83905,G3,G6,Low,7.72860625803978,"Warm, Humid",51,111,Medium,Medium,High,Gen-29
240,Capsicum lanceolatum,784,9.036972988673925,Yellow,194089,G6,G5,High,2.1679871536382187,"Warm, Humid",64,80,Medium,Low,Low,Gen-16
241,Capsicum rhomboideum,742,7.560526303267588,Yellow,58245,G4,G2,Medium,9.981278441804244,"Cool, Dry",66,116,Low,High,Medium,Gen-44
242,Capsicum chacoense,605,12.370349609497811,Red,119304,G4,G3,Medium,3.8087598473230564,"Warm, Dry",41,141,Low,Low,Low,Gen-38
243,Capsicum eximium,431,6.269861003166369,Red,182510,G6,G5,Medium,8.137234253922907,"Warm, Dry",44,147,High,Medium,Medium,Gen-12
244,Capsicum tovarii,1310,7.383360367334053,Purple,8378,G9,G2,Low,1.3006987212095829,"Cool, Dry",68,135,Low,High,High,Gen-70
245,Capsicum baccatum,1346,7.559572775531711,Red,92640,G8,G9,High,7.502055603783906,"Warm, Humid",61,131,High,Medium,Low,Gen-29
246,Capsicum eximium,1417,6.679175414433974,Green,178171,G3,G7,Low,2.969330714272294,"Cool, Dry",59,80,Low,High,Medium,Gen-54
247,Capsicum chacoense,860,6.8663221351069375,Purple,194623,G3,G3,High,5.171722385725822,"Cool, Dry",53,107,Low,Low,High,Gen-6
248,Capsicum tovarii,788,8.014719568351008,Yellow,9457,G4,G3,Low,6.143844965684916,"Warm, Humid",61,89,High,High,Low,Gen-69
249,Capsicum baccatum,359,11.952122401725964,Green,172188,G9,G4,Low,9.128251439786872,"Warm, Dry",66,92,Low,Medium,Low,Gen-4
250,Capsicum lanceolatum,662,3.9973298378144313,Orange,20809,G7,G8,Low,7.097809489025784,"Warm, Humid",58,146,High,Low,Low,Gen-10
251,Capsicum frutescens,569,10.206560004283947,Red,133406,G5,G9,Medium,3.857316770469075,"Warm, Dry",56,102,Medium,Medium,High,Gen-99
252,Capsicum cardenasii,482,7.322501918198679,Yellow,51299,G5,G8,High,3.1000348256436205,"Warm, Dry",56,146,Medium,Low,Low,Gen-8
253,Capsicum frutescens,301,12.673960485982168,Green,130652,G2,G1,Low,9.731654577473577,"Cool, Dry",67,109,Low,High,High,Gen-26
254,Capsicum pubescens,358,12.529090503087598,Yellow,45483,G2,G3,High,6.251287409574973,"Warm, Dry",43,115,Medium,Low,Medium,Gen-76
255,Capsicum rhomboideum,325,8.589765991153026,Purple,64049,G9,G2,High,6.191068630357649,"Cool, Dry",47,134,Medium,High,Medium,Gen-50
256,Capsicum annuum,312,14.411455408134382,Red,9227,G8,G5,High,1.5060472973946055,"Cool, Dry",42,97,High,Low,High,Gen-61
257,Capsicum chinense,1023,3.5477756532215556,Red,183416,G9,G4,High,4.7939640393700955,"Warm, Dry",57,148,High,Low,High,Gen-85
258,Capsicum rhomboideum,695,4.589749498132999,Green,96871,G5,G1,Low,1.8821594467908773,"Warm, Dry",42,95,Medium,Medium,High,Gen-11
259,Capsicum tovarii,1251,3.8567512871868543,Purple,22989,G8,G3,Low,4.162105399269336,"Warm, Humid",42,111,Low,Low,Low,Gen-31
260,Capsicum annuum,759,12.763241916171836,Purple,119842,G2,G9,High,2.133294678780745,"Warm, Dry",41,116,Low,Medium,Medium,Gen-91
261,Capsicum chinense,1384,9.235321198809777,Red,3161,G2,G7,Low,6.972268186808127,"Warm, Humid",54,112,Low,High,High,Gen-5
262,Capsicum cardenasii,1377,13.01624901567601,Purple,100808,G6,G3,Medium,2.457676818999822,"Warm, Dry",57,126,Medium,Low,High,Gen-24
263,Capsicum baccatum,1477,14.706514026291522,Purple,18012,G7,G1,Medium,7.554355418012117,"Warm, Dry",62,123,Low,High,Low,Gen-61
264,Capsicum baccatum,1171,14.648044260861948,Yellow,86729,G7,G3,Low,8.557684015670446,"Cool, Dry",57,121,Low,Low,Medium,Gen-9
265,Capsicum galapagoense,938,11.000192138617471,Green,133686,G1,G1,High,6.0487653525497365,"Cool, Dry",47,82,Medium,Low,Medium,Gen-40
266,Capsicum flexuosum,441,3.464457857351809,Yellow,92520,G7,G7,Low,1.2157278995082947,"Warm, Humid",60,130,High,Medium,Medium,Gen-42
267,Capsicum annuum,373,11.111973643578324,Yellow,71469,G6,G1,Medium,5.304464203376424,"Cool, Dry",60,89,Low,Medium,Medium,Gen-54
268,Capsicum rhomboideum,920,11.555218168980735,Green,143171,G4,G3,High,6.931026149836799,"Warm, Dry",57,140,Medium,Low,High,Gen-69
269,Capsicum eximium,424,6.425776633073707,Green,190522,G3,G8,Medium,2.0661412260449947,"Cool, Dry",47,118,High,Medium,Medium,Gen-41
270,Capsicum pubescens,1424,4.357918511915436,Green,114597,G1,G1,Medium,9.029891888443075,"Warm, Humid",54,119,High,High,Medium,Gen-38
271,Capsicum lanceolatum,555,7.977247543451764,Purple,182786,G8,G6,Medium,5.694350966872584,"Warm, Humid",43,98,Medium,Low,Low,Gen-39
272,Capsicum galapagoense,1216,12.586359177497048,Yellow,189868,G5,G2,Medium,4.08324458608007,"Cool, Dry",49,108,Low,Low,Low,Gen-51
273,Capsicum eximium,1054,4.873655219438476,Red,102034,G1,G9,High,7.315559951235329,"Warm, Dry",69,144,Low,Medium,Low,Gen-12
274,Capsicum frutescens,1002,12.655519069294897,Yellow,152878,G2,G4,High,7.74558213287808,"Warm, Dry",56,101,High,Low,Medium,Gen-15
275,Capsicum rhomboideum,1402,13.205165118832648,Yellow,94350,G9,G3,Low,2.0458311170163612,"Warm, Humid",41,125,Low,High,High,Gen-93
276,Capsicum chacoense,999,10.208677167217443,Green,167767,G4,G9,Medium,4.997627312315808,"Cool, Dry",69,130,Low,Low,Low,Gen-51
277,Capsicum frutescens,755,9.670895957419644,Orange,125593,G8,G6,High,6.9566303555753635,"Warm, Dry",42,143,Medium,Medium,High,Gen-8
278,Capsicum galapagoense,1277,3.374277536795571,Orange,86377,G3,G1,Medium,5.98642308278729,"Warm, Dry",46,90,Medium,Medium,Medium,Gen-34
279,Capsicum lanceolatum,370,13.862602500984178,Yellow,57444,G8,G8,Medium,3.479233516309114,"Warm, Humid",46,148,Medium,Medium,High,Gen-91
280,Capsicum annuum,449,4.121146110199174,Red,138314,G9,G1,High,5.5691107169770095,"Cool, Dry",60,142,Low,Low,High,Gen-92
281,Capsicum rhomboideum,443,9.808741475969756,Yellow,158338,G5,G1,Low,5.78825388563641,"Warm, Dry",69,101,Low,High,High,Gen-23
282,Capsicum flexuosum,973,6.666030457950583,Orange,193556,G2,G8,Medium,2.6958507602212176,"Warm, Dry",59,139,Medium,High,Medium,Gen-86
283,Capsicum flexuosum,553,7.325714017786465,Yellow,17430,G3,G3,Low,2.677671438358203,"Warm, Humid",59,149,Low,Low,High,Gen-21
284,Capsicum chacoense,1088,9.393663696230425,Red,65069,G6,G5,Medium,4.668790492129733,"Warm, Dry",65,129,Low,Medium,Medium,Gen-31
285,Capsicum frutescens,938,5.063701586253736,Purple,55377,G4,G2,Medium,6.914093531522431,"Cool, Dry",59,97,Medium,Medium,High,Gen-4
286,Capsicum tovarii,687,12.927210890419609,Red,148461,G1,G6,Low,9.181863759218512,"Warm, Humid",56,111,Low,High,High,Gen-32
287,Capsicum galapagoense,1399,12.95708593745821,Yellow,147614,G9,G3,Medium,3.310920392275267,"Warm, Dry",60,82,Low,High,Low,Gen-46
288,Capsicum baccatum,1422,8.799298220988792,Purple,156050,G3,G3,Medium,8.073324666820294,"Cool, Dry",56,95,Medium,Medium,Low,Gen-45
289,Capsicum tovarii,573,13.896328635285073,Purple,170655,G9,G7,Low,2.794087067624706,"Cool, Dry",62,133,Medium,Medium,High,Gen-70
290,Capsicum baccatum,845,7.811031253495688,Red,86455,G5,G8,High,4.999542210926236,"Warm, Dry",53,86,Low,High,High,Gen-85
291,Capsicum flexuosum,1345,9.03515131345299,Red,114303,G5,G5,High,5.80304594021181,"Cool, Dry",62,131,Low,Low,Medium,Gen-85
292,Capsicum baccatum,983,12.742658630203923,Yellow,102555,G4,G2,Low,4.100374121920231,"Warm, Humid",49,121,Low,Medium,Medium,Gen-17
293,Capsicum baccatum,1307,11.83852876554805,Yellow,89978,G3,G5,Medium,2.4168214855664343,"Warm, Humid",41,140,High,High,Medium,Gen-64
294,Capsicum cardenasii,677,5.836738317855186,Green,136133,G8,G9,Medium,9.296011904814089,"Cool, Dry",44,135,Medium,Low,High,Gen-95
295,Capsicum galapagoense,516,4.491556437844441,Green,184352,G8,G7,Medium,7.063848447495397,"Cool, Dry",41,97,Medium,Low,High,Gen-83
296,Capsicum flexuosum,1425,12.3313432961931,Purple,1539,G7,G4,High,7.997823029421704,"Cool, Dry",42,93,Medium,Low,High,Gen-42
297,Capsicum lanceolatum,393,4.264768367672904,Green,8460,G6,G6,Medium,5.6466912340445,"Warm, Humid",40,87,Medium,Medium,Low,Gen-36
298,Capsicum eximium,1298,12.223091162777072,Orange,173639,G3,G3,High,3.7382730241220052,"Cool, Dry",56,98,Medium,High,Low,Gen-20
299,Capsicum cardenasii,1463,7.508736361003044,Red,112958,G8,G8,High,2.7548282833414923,"Warm, Humid",45,94,Medium,High,Low,Gen-33
300,Capsicum galapagoense,1163,4.371107317187999,Green,54673,G8,G6,Medium,5.372929483457466,"Warm, Humid",60,81,Medium,Medium,Medium,Gen-42
301,Capsicum tovarii,758,8.863164560881492,Purple,61283,G4,G8,Medium,2.2377500484250583,"Warm, Dry",44,90,High,Low,Low,Gen-43
302,Capsicum galapagoense,768,7.054257160134519,Purple,91413,G7,G2,High,5.079831515614267,"Warm, Humid",48,142,Medium,Low,High,Gen-24
303,Capsicum rhomboideum,1118,5.473655911598128,Orange,198957,G7,G3,Medium,7.667097949425703,"Warm, Humid",51,107,Medium,High,Low,Gen-93
304,Capsicum eximium,1032,3.8255932144651363,Yellow,160102,G2,G9,High,3.80117333746231,"Warm, Dry",43,88,Medium,Low,Medium,Gen-24
305,Capsicum frutescens,762,12.265019218180091,Red,29463,G6,G7,Low,1.359126652609298,"Warm, Humid",62,110,High,Medium,Low,Gen-48
306,Capsicum cardenasii,1423,14.838313399770014,Red,108506,G4,G1,High,7.177392898765828,"Cool, Dry",68,139,Low,High,High,Gen-95
307,Capsicum flexuosum,828,12.543353934929053,Purple,84543,G9,G5,Low,5.2907157870029655,"Warm, Humid",59,119,Medium,Low,High,Gen-57
308,Capsicum rhomboideum,1401,4.154365683369679,Purple,50230,G2,G1,Medium,3.925723007807618,"Warm, Dry",41,98,High,Low,Medium,Gen-23
309,Capsicum pubescens,1058,6.280586061321991,Red,97856,G4,G4,High,3.7528486560763143,"Warm, Dry",40,142,Low,Low,High,Gen-80
310,Capsicum frutescens,796,14.387419541281533,Yellow,15160,G7,G2,Medium,8.594942819723382,"Warm, Dry",66,84,Medium,Low,Low,Gen-78
311,Capsicum annuum,1436,10.299621079306833,Orange,136455,G4,G8,High,1.7839381201137512,"Cool, Dry",63,93,High,Low,High,Gen-3
312,Capsicum baccatum,516,3.7298795108213425,Yellow,5533,G6,G6,Medium,9.84443879881907,"Warm, Dry",67,138,Low,High,Medium,Gen-56
313,Capsicum baccatum,442,5.023271135833637,Yellow,192557,G8,G8,High,1.851257533223515,"Cool, Dry",63,127,Medium,High,Medium,Gen-6
314,Capsicum frutescens,1017,6.297699009022873,Red,125599,G4,G8,Low,1.1362870863173775,"Warm, Dry",45,112,Medium,Low,Low,Gen-20
315,Capsicum chinense,673,8.011760402424128,Green,22979,G6,G2,Low,4.920804295261012,"Warm, Dry",67,80,Low,Medium,Medium,Gen-13
316,Capsicum eximium,914,13.614521901510834,Yellow,1589,G1,G4,Low,9.855239822364666,"Warm, Humid",51,96,Low,High,Low,Gen-5
317,Capsicum cardenasii,1269,13.749687108219483,Red,98788,G5,G3,Low,9.782209806511757,"Cool, Dry",65,143,Medium,Low,High,Gen-83
318,Capsicum chinense,307,8.423904882512089,Green,119996,G3,G6,High,8.493542780281038,"Warm, Dry",55,92,Medium,High,Medium,Gen-43
319,Capsicum baccatum,444,12.05757333047305,Orange,166681,G7,G4,Low,8.681844087163713,"Cool, Dry",66,82,Low,Low,High,Gen-31
320,Capsicum galapagoense,508,3.294400030827516,Yellow,63849,G8,G8,Medium,1.4898314329407856,"Cool, Dry",41,88,Low,Medium,High,Gen-55
321,Capsicum flexuosum,390,11.072191024267298,Orange,8257,G8,G8,Low,6.454078612644742,"Warm, Humid",44,92,Medium,Low,High,Gen-55
322,Capsicum galapagoense,1347,13.102586782069638,Purple,174246,G3,G3,Medium,2.497619149969317,"Warm, Humid",67,94,High,Medium,High,Gen-72
323,Capsicum eximium,347,10.095575928576869,Red,132352,G6,G7,Low,2.1752727069229643,"Warm, Humid",62,95,Medium,Low,High,Gen-81
324,Capsicum frutescens,927,9.592427956053521,Green,146496,G7,G1,Medium,5.772522734337993,"Cool, Dry",44,132,Low,Medium,High,Gen-21
325,Capsicum chacoense,940,12.38171998816928,Red,47583,G5,G5,Low,5.272712960517966,"Warm, Humid",54,139,Medium,Low,High,Gen-62
326,Capsicum cardenasii,730,14.436920865657008,Green,53907,G2,G7,High,2.724490158863553,"Warm, Humid",61,88,High,Low,High,Gen-28
327,Capsicum cardenasii,969,5.93130550052995,Green,165817,G8,G4,Low,7.62028299178718,"Warm, Dry",52,129,Medium,High,Low,Gen-6
328,Capsicum tovarii,1381,5.4456841221406815,Green,109456,G1,G6,Medium,3.376667849261545,"Warm, Humid",60,139,Medium,High,High,Gen-66
329,Capsicum eximium,1274,12.455375018291443,Yellow,55267,G5,G1,Low,7.919622747421467,"Warm, Dry",61,118,High,High,Medium,Gen-8
330,Capsicum flexuosum,532,4.8716595407521375,Yellow,84675,G9,G1,High,6.736173771817503,"Warm, Dry",64,104,Medium,Medium,High,Gen-54
331,Capsicum pubescens,459,6.7657220330219525,Purple,139439,G9,G9,Medium,4.04103984375477,"Warm, Humid",50,138,Medium,Medium,High,Gen-82
332,Capsicum baccatum,315,5.399096814934115,Orange,152210,G8,G8,High,6.179150600604394,"Warm, Humid",41,108,High,High,Low,Gen-62
333,Capsicum eximium,473,9.42889645449253,Red,43035,G4,G6,High,1.4913540194235455,"Warm, Dry",58,104,High,Low,High,Gen-95
334,Capsicum pubescens,1432,13.905854717104411,Red,63560,G1,G9,Low,4.697754958449975,"Warm, Humid",61,135,High,Low,Medium,Gen-46
335,Capsicum eximium,525,14.465371746766927,Orange,46386,G1,G6,Medium,9.175601220028666,"Cool, Dry",64,111,High,High,Medium,Gen-84
336,Capsicum tovarii,1135,4.274012698546869,Green,109101,G7,G9,Medium,8.253712650493018,"Warm, Dry",57,120,High,Low,Medium,Gen-40
337,Capsicum flexuosum,1277,7.053282832787488,Green,128803,G8,G2,Low,6.565563375995352,"Warm, Dry",60,130,High,High,High,Gen-37
338,Capsicum rhomboideum,429,3.5979705298399485,Green,47766,G9,G1,Low,7.8670938293229105,"Warm, Dry",61,110,Low,Medium,Medium,Gen-9
339,Capsicum pubescens,1423,12.370114547011905,Green,127105,G1,G8,Medium,1.3613749950108842,"Cool, Dry",42,88,Medium,Medium,High,Gen-70
340,Capsicum pubescens,512,4.296833662778244,Purple,21748,G5,G8,Low,4.224262952325661,"Warm, Dry",55,96,Low,High,Medium,Gen-70
341,Capsicum annuum,1361,11.902746757693443,Red,137413,G5,G1,Medium,7.794562209201209,"Warm, Humid",64,89,Low,Medium,High,Gen-67
342,Capsicum tovarii,345,13.480482051045122,Yellow,165204,G2,G5,Medium,8.609447304373266,"Cool, Dry",43,128,Low,Medium,High,Gen-79
343,Capsicum rhomboideum,1397,4.670933003868409,Yellow,79196,G6,G9,Low,6.23165804057548,"Warm, Humid",47,86,Low,High,High,Gen-33
344,Capsicum chinense,1242,8.307826644428369,Orange,78007,G4,G9,Medium,3.1304731651388704,"Warm, Dry",66,83,Low,Low,Low,Gen-33
345,Capsicum frutescens,1075,14.379812182854199,Orange,69188,G3,G9,Low,6.47009669328669,"Warm, Dry",46,143,High,Low,High,Gen-83
346,Capsicum cardenasii,1420,14.034074999520485,Red,116358,G1,G9,Medium,9.552415873829425,"Warm, Dry",44,130,Medium,Medium,High,Gen-59
347,Capsicum chinense,714,14.528751343949327,Yellow,72805,G5,G7,Low,7.881806497148461,"Cool, Dry",69,82,Low,High,Low,Gen-67
348,Capsicum galapagoense,1430,11.05502264984584,Orange,140863,G7,G2,Medium,3.7372029167406464,"Cool, Dry",65,118,Low,Medium,Medium,Gen-28
349,Capsicum flexuosum,411,9.395254286259592,Red,12043,G6,G5,Low,2.8189581841354303,"Cool, Dry",63,110,Low,Medium,Medium,Gen-81
350,Capsicum chinense,420,14.889896308500028,Yellow,108071,G7,G5,Medium,9.658247670198485,"Warm, Humid",55,96,Low,High,High,Gen-79
351,Capsicum rhomboideum,770,5.257339629756586,Green,8052,G2,G5,High,8.982432588453886,"Cool, Dry",67,87,Low,High,Medium,Gen-79
352,Capsicum lanceolatum,975,8.624742768453306,Yellow,164804,G2,G6,Medium,6.663487706695722,"Cool, Dry",60,109,Low,High,Medium,Gen-11
353,Capsicum tovarii,892,7.728024943988954,Red,16201,G8,G8,High,7.171403235312785,"Warm, Humid",52,144,High,Low,High,Gen-37
354,Capsicum galapagoense,857,8.282591930391703,Green,38066,G8,G9,Medium,7.425730902520898,"Cool, Dry",55,114,High,Low,High,Gen-60
355,Capsicum cardenasii,1391,4.426765966975699,Green,33805,G3,G6,High,2.648548359764434,"Warm, Dry",51,122,Medium,Medium,High,Gen-55
356,Capsicum baccatum,1346,3.6725471499240903,Orange,192867,G3,G7,Low,9.3458282847643,"Warm, Dry",54,131,Low,Medium,Medium,Gen-25
357,Capsicum pubescens,563,6.682985767870621,Purple,132005,G7,G8,High,2.402517489262011,"Warm, Dry",64,87,High,Medium,Low,Gen-75
358,Capsicum annuum,892,11.880758524400132,Yellow,186910,G6,G5,Low,9.705026607145955,"Cool, Dry",42,123,High,Medium,Low,Gen-99
359,Capsicum galapagoense,1081,6.235699633677815,Red,187065,G8,G2,Medium,5.19435581628777,"Warm, Humid",44,88,Low,High,High,Gen-97
360,Capsicum annuum,1012,9.73089021373681,Orange,8534,G8,G5,Low,4.33331937364356,"Warm, Dry",47,86,Medium,Low,Low,Gen-21
361,Capsicum chacoense,875,10.13670883704417,Orange,149307,G1,G4,Low,3.7418962572819634,"Cool, Dry",41,124,Low,High,Medium,Gen-38
362,Capsicum baccatum,594,14.386412920444046,Purple,45638,G2,G7,High,5.680231657989988,"Warm, Dry",51,147,Medium,Low,High,Gen-12
363,Capsicum annuum,1046,10.208710465402875,Purple,4257,G1,G6,Medium,7.488126373710888,"Warm, Dry",58,133,Medium,Low,Medium,Gen-87
364,Capsicum galapagoense,1468,3.2080642353722024,Green,115872,G2,G8,Low,5.4359166829087755,"Cool, Dry",60,135,Medium,High,High,Gen-10
365,Capsicum eximium,312,11.614437471267555,Purple,166098,G6,G1,Medium,3.1585534310576406,"Warm, Dry",43,89,High,Medium,High,Gen-60
366,Capsicum baccatum,1422,12.278912812192232,Orange,37062,G8,G4,High,8.660716912035648,"Warm, Dry",45,116,Low,High,Low,Gen-81
