SpeciesID,SpeciesName,CapsaicinContent (ppm),FruitSize (cm),Color,HeatLevel (SHU),GeneticMarker1,GeneticMarker2,DiseaseResistance,Yield (kg/plant),GrowingConditions,FloweringTime (days),MaturityTime (days),PestResistance,DroughtTolerance,Crossability,CropGenetics
186,Chilli rhomboideum,787,14.01407169998193,Red,86288,G5,G4,Low,2.1176183205551125,"Warm, Humid",63,137,High,Medium,Medium,Gen-97
187,Chilli tovarii,396,6.14739121837892,Orange,153873,G9,G2,Low,5.045996804317301,"Cool, Dry",43,135,Medium,High,High,Gen-25
188,Chilli chinense,1022,3.299855302124772,Green,24032,G5,G7,High,3.1207459401670867,"Warm, Dry",60,107,High,High,Medium,Gen-28
189,Chilli rhomboideum,1176,12.427210075048224,Orange,179753,G6,G1,High,2.871721434630575,"Warm, Humid",43,98,High,High,Medium,Gen-15
190,Chilli lanceolatum,357,9.19823654905479,Purple,127493,G4,G3,High,8.314162294984556,"Warm, Humid",66,124,Low,Medium,Low,Gen-93
191,Chilli chinense,845,8.668151654583756,Purple,106573,G5,G2,Low,2.9166373519819784,"Cool, Dry",51,126,Medium,High,Medium,Gen-49
192,Chilli annuum,1428,12.85554285818662,Yellow,83795,G5,G2,Medium,3.0741243613250457,"Warm, Dry",45,138,Low,Medium,Low,Gen-8
193,Chilli baccatum,1431,7.422243097098757,Orange,25580,G5,G1,Low,1.1393461206491362,"Warm, Dry",50,144,Low,Low,Low,Gen-47
194,Chilli flexuosum,765,5.390172835667071,Yellow,55960,G6,G2,Medium,7.857248953353447,"Warm, Dry",52,121,Low,High,Low,Gen-50
195,Chilli tovarii,1337,10.035991128189783,Red,181235,G8,G2,Low,3.4312988439908594,"Warm, Dry",44,143,Low,High,High,Gen-75
196,Chilli lanceolatum,1075,3.7266924436164497,Red,104228,G5,G3,Low,5.9087872616795165,"Cool, Dry",46,147,High,Medium,High,Gen-80
197,Chilli chacoense,721,3.5239928229124513,Red,35000,G9,G4,High,5.432718863885967,"Warm, Humid",43,149,High,High,High,Gen-49
198,Chilli eximium,988,6.549143489094849,Yellow,178840,G5,G7,Medium,7.291519849870458,"Warm, Humid",49,149,Low,Medium,High,Gen-41
199,Chilli flexuosum,1190,7.824264243174968,Orange,126259,G2,G5,Low,7.544089477210765,"Cool, Dry",52,138,High,Low,Medium,Gen-64
200,Chilli galapagoense,765,11.504022542956573,Yellow,155446,G8,G2,Low,7.067236127410346,"Cool, Dry",42,98,High,High,High,Gen-32
201,Chilli chinense,745,3.919246136476446,Purple,143622,G8,G7,Medium,9.703141804912606,"Cool, Dry",41,130,Low,Medium,Medium,Gen-58
202,Chilli lanceolatum,1110,13.39670618220943,Green,80280,G1,G9,Low,6.228345303918443,"Cool, Dry",42,135,Medium,Low,Medium,Gen-46
203,Chilli pubescens,452,14.205065895388628,Green,193439,G2,G6,Medium,5.0246373482877305,"Warm, Dry",42,131,High,Low,Low,Gen-45
204,Chilli annuum,438,14.169941723710387,Red,124290,G5,G1,High,9.998800694140128,"Warm, Dry",49,94,Low,Low,Low,Gen-41
205,Chilli galapagoense,811,14.133546761708121,Purple,48507,G2,G2,Low,5.52845299011744,"Cool, Dry",51,104,Medium,Low,High,Gen-44
206,Chilli flexuosum,407,10.013188072619995,Red,133441,G2,G6,High,4.475729753700725,"Warm, Dry",52,103,Medium,Low,Low,Gen-50
207,Chilli baccatum,1079,14.4742219745361,Yellow,70115,G5,G3,Low,3.218087817498569,"Cool, Dry",47,90,Medium,Medium,High,Gen-40
208,Chilli cardenasii,424,8.963860400807562,Green,71564,G2,G2,Medium,2.404212493166277,"Cool, Dry",42,149,High,High,High,Gen-89
209,Chilli chacoense,844,11.414638990404729,Orange,34792,G6,G8,Low,3.060787875507895,"Warm, Dry",57,85,High,High,Low,Gen-11
210,Chilli baccatum,1356,10.591748378907974,Orange,24002,G9,G6,High,8.30258499024595,"Cool, Dry",63,146,High,Medium,Medium,Gen-75
211,Chilli baccatum,1203,9.369971203322336,Yellow,18389,G1,G4,High,8.362828085917627,"Warm, Humid",51,117,Low,Low,High,Gen-17
212,Chilli chinense,724,13.926526853509666,Red,30787,G4,G4,Low,7.990342896770688,"Warm, Dry",47,136,Medium,High,Low,Gen-17
213,Chilli galapagoense,1289,10.889701429844244,Purple,156532,G4,G1,Medium,6.767407001594805,"Warm, Dry",55,145,Medium,Medium,High,Gen-63
214,Chilli chinense,921,8.684053502592096,Purple,190178,G9,G2,Low,7.822510185892552,"Warm, Humid",58,126,Low,Medium,Medium,Gen-93
215,Chilli chinense,657,6.30643783188607,Yellow,173976,G4,G5,High,5.597576277893855,"Warm, Dry",58,100,Medium,Medium,High,Gen-51
216,Chilli frutescens,1230,14.7539540020205,Green,96055,G1,G6,High,9.021844999355048,"Warm, Dry",55,96,Medium,Medium,Medium,Gen-64
217,Chilli cardenasii,841,5.989494246584684,Red,141148,G3,G6,Medium,4.042073010301785,"Cool, Dry",68,98,High,Medium,Low,Gen-62
218,Chilli lanceolatum,513,5.342983652230592,Purple,184347,G5,G3,Medium,4.46449007279604,"Warm, Dry",46,142,Low,High,Medium,Gen-99
219,Chilli annuum,428,13.401779915890582,Yellow,90140,G2,G2,High,8.049629189552284,"Warm, Humid",64,106,Medium,High,Low,Gen-19
220,Chilli lanceolatum,446,12.200268606480046,Orange,128440,G7,G7,High,2.6268319194299563,"Warm, Dry",52,86,Medium,Medium,Low,Gen-36
221,Chilli pubescens,691,12.523893095107717,Orange,82705,G8,G2,Medium,9.84943627738183,"Warm, Dry",65,127,Low,Medium,Medium,Gen-34
222,Chilli galapagoense,1196,12.389362487053075,Green,95513,G1,G5,Medium,2.6766401199798286,"Warm, Humid",52,108,Low,Medium,Medium,Gen-7
223,Chilli lanceolatum,724,4.893323432666241,Purple,48721,G2,G7,High,4.04151548136427,"Cool, Dry",59,92,High,Medium,Low,Gen-25
224,Chilli pubescens,1203,13.631907612122728,Orange,111199,G2,G9,Low,4.281549658312705,"Cool, Dry",49,106,Medium,Low,Medium,Gen-13
225,Chilli galapagoense,544,6.284834824301132,Red,60167,G4,G7,Low,2.894604377969471,"Warm, Dry",51,114,Low,Low,Low,Gen-96
226,Chilli annuum,1122,11.508777223954693,Purple,197471,G6,G7,High,1.670474791183188,"Warm, Dry",46,90,Low,High,High,Gen-78
227,Chilli baccatum,1236,14.886200553479826,Yellow,148384,G4,G5,Medium,9.572399606860852,"Cool, Dry",52,114,Medium,High,High,Gen-79
228,Chilli baccatum,730,6.830699098006236,Yellow,12376,G2,G4,High,6.621152883852078,"Cool, Dry",52,85,Medium,High,Low,Gen-93
229,Chilli frutescens,1301,12.24002261972061,Green,28696,G7,G8,Low,6.711991456132026,"Warm, Dry",44,107,High,Low,Medium,Gen-47
230,Chilli tovarii,707,10.608442922525338,Red,79013,G8,G9,High,8.11677560700685,"Warm, Humid",49,143,Medium,High,Low,Gen-15
231,Chilli annuum,1160,11.873081266160783,Purple,62766,G5,G8,High,9.769710253096028,"Warm, Humid",63,118,High,Low,Low,Gen-52
232,Chilli lanceolatum,816,13.781256448501516,Purple,1238,G1,G8,Medium,2.6722217085975,"Cool, Dry",46,108,Low,Medium,High,Gen-13
233,Chilli frutescens,1333,14.665622937144917,Green,64507,G3,G3,Low,6.67522024914386,"Warm, Dry",67,93,Medium,Low,Medium,Gen-58
234,Chilli chinense,878,3.540075015826094,Yellow,93230,G8,G9,High,6.424545333277943,"Warm, Humid",48,96,Low,Medium,Medium,Gen-78
235,Chilli frutescens,856,12.110680639476916,Orange,117423,G4,G5,Low,4.610846944032672,"Warm, Humid",58,130,High,High,Low,Gen-6
236,Chilli tovarii,1008,13.591959425724465,Green,8791,G7,G5,Low,7.819939868996597,"Cool, Dry",65,112,Medium,High,Medium,Gen-59
237,Chilli annuum,892,3.7176514012624433,Red,31911,G6,G1,Low,3.770575679315543,"Cool, Dry",40,80,Low,Medium,Medium,Gen-28
238,Chilli annuum,608,3.4185956175796526,Red,84048,G7,G6,High,1.418536031385689,"Warm, Dry",58,83,High,Low,Low,Gen-46
239,Chilli eximium,673,3.6975245726410297,Yellow,194876,G7,G4,Low,9.516085194281416,"Warm, Dry",58,145,High,High,Medium,Gen-68
240,Chilli cardenasii,368,8.08328748452469,Orange,131981,G6,G9,Low,9.977502568037721,"Warm, Dry",60,125,High,Medium,High,Gen-9
241,Chilli annuum,1496,13.562678833630102,Red,137519,G5,G2,Low,2.370300293333412,"Warm, Dry",57,146,Medium,Low,Low,Gen-69
242,Chilli pubescens,1003,11.57004722399417,Orange,134088,G7,G7,High,9.05264138836707,"Warm, Humid",46,81,Medium,High,Low,Gen-76
243,Chilli eximium,1418,14.2837172886157,Yellow,160397,G1,G4,Low,6.828311703841548,"Warm, Humid",51,142,Low,Medium,High,Gen-18
244,Chilli chacoense,512,11.714650907493906,Red,117681,G9,G8,Low,6.999212177678578,"Cool, Dry",41,130,Low,High,Medium,Gen-26
245,Chilli baccatum,1245,8.185984169517154,Green,27092,G8,G2,High,4.081180557966686,"Cool, Dry",51,92,Medium,Medium,High,Gen-93
246,Chilli rhomboideum,407,14.13777077942086,Purple,189698,G7,G9,Medium,8.304086459644218,"Cool, Dry",41,84,High,Low,Low,Gen-82
247,Chilli frutescens,1450,13.939328763517892,Purple,89835,G7,G7,Medium,1.309938305543756,"Warm, Humid",42,97,High,High,Low,Gen-73
248,Chilli annuum,1079,5.791548359165947,Orange,68917,G8,G4,High,5.7345530962378355,"Warm, Dry",60,146,High,Low,Low,Gen-26
249,Chilli lanceolatum,1030,4.617023491640026,Green,136442,G5,G4,High,5.8927415597545805,"Warm, Humid",64,147,Low,High,High,Gen-50
250,Chilli chacoense,971,10.077580140970575,Red,182149,G6,G8,Low,9.40549159048068,"Warm, Humid",67,90,High,Medium,Low,Gen-30
251,Chilli rhomboideum,1188,6.412714525158229,Purple,135788,G8,G6,High,1.805861344596234,"Cool, Dry",50,130,High,High,Medium,Gen-81
252,Chilli flexuosum,1026,13.987835717073263,Yellow,188485,G4,G2,High,7.18475396805859,"Warm, Dry",68,82,Medium,High,Medium,Gen-32
253,Chilli flexuosum,1256,10.073310661563163,Red,135448,G5,G8,Medium,5.99217797742461,"Warm, Humid",64,135,Low,Low,Low,Gen-31
254,Chilli rhomboideum,1183,12.599753700332279,Orange,108972,G6,G7,Medium,5.484501478097435,"Warm, Dry",63,135,High,Low,Low,Gen-63
255,Chilli eximium,1365,7.346235242791209,Yellow,18230,G2,G1,Low,1.6756153165577377,"Cool, Dry",40,102,Medium,High,Medium,Gen-34
256,Chilli galapagoense,1184,12.615724378635951,Yellow,38032,G3,G2,Medium,7.9847370915944,"Warm, Humid",65,91,High,High,Low,Gen-69
257,Chilli chacoense,355,6.508386656232115,Purple,22050,G8,G4,High,5.229977500748544,"Cool, Dry",45,118,Medium,Low,Medium,Gen-5
258,Chilli chacoense,603,13.543952895924201,Red,118831,G5,G6,Medium,3.5628250104215895,"Cool, Dry",69,133,Low,Medium,High,Gen-98
259,Chilli flexuosum,353,14.931858152515698,Green,145944,G4,G2,Medium,8.483283307025289,"Warm, Dry",57,108,Low,High,High,Gen-38
260,Chilli lanceolatum,1084,6.302188103532014,Yellow,112070,G2,G4,Low,7.196589434252494,"Warm, Humid",61,102,Low,Medium,High,Gen-14
261,Chilli tovarii,1368,3.247555589111911,Green,29086,G3,G7,Medium,8.709793628748336,"Warm, Dry",67,114,Medium,Medium,Low,Gen-32
262,Chilli baccatum,1205,8.450705254263337,Purple,101525,G4,G9,High,4.612695227052947,"Warm, Humid",53,147,Medium,High,Medium,Gen-28
263,Chilli baccatum,864,3.723607172321304,Red,20876,G7,G4,Medium,8.580606017379623,"Warm, Dry",44,112,Low,High,Low,Gen-27
264,Chilli chinense,915,4.136454835002163,Yellow,191197,G8,G5,Medium,8.178289790751494,"Warm, Dry",48,137,Low,Low,High,Gen-57
265,Chilli eximium,1197,3.8564384055324226,Red,19429,G1,G2,High,3.2592684472936524,"Warm, Dry",43,84,High,Low,High,Gen-80
266,Chilli tovarii,918,3.70558829990407,Yellow,18109,G5,G1,Medium,6.41363375128284,"Cool, Dry",58,104,Medium,High,High,Gen-25
267,Chilli galapagoense,822,7.539721003313822,Red,131645,G1,G2,High,3.871129005530182,"Cool, Dry",50,131,Medium,Medium,Low,Gen-31
268,Chilli chacoense,1392,5.423337437362383,Orange,61347,G2,G3,High,7.987603672665963,"Cool, Dry",46,96,High,High,Medium,Gen-92
269,Chilli baccatum,1279,12.712071846096432,Yellow,54388,G9,G7,Medium,7.968021022135918,"Cool, Dry",46,115,Low,High,Medium,Gen-72
270,Chilli rhomboideum,1431,5.035488910182993,Orange,43644,G2,G8,High,1.2153114026318004,"Warm, Dry",62,114,High,Low,High,Gen-87
271,Chilli eximium,878,12.613513802169285,Purple,23379,G2,G5,Medium,1.6560783709041653,"Warm, Humid",62,108,High,Low,Low,Gen-27
272,Chilli flexuosum,1231,3.230379456348665,Yellow,189890,G5,G4,Medium,8.682319327694568,"Warm, Humid",46,82,Low,High,High,Gen-47
273,Chilli eximium,1311,10.638998299196835,Yellow,111334,G6,G5,High,5.577747181793232,"Warm, Dry",58,102,Low,High,High,Gen-32
274,Chilli cardenasii,1487,11.944270707141463,Red,93289,G3,G7,High,4.523653840225624,"Cool, Dry",62,82,Medium,Medium,Low,Gen-16
275,Chilli baccatum,411,6.296585668480317,Green,197360,G3,G3,Medium,8.952623194141424,"Warm, Humid",47,134,Low,Medium,High,Gen-65
276,Chilli tovarii,781,7.01700162754789,Purple,194354,G5,G7,Medium,5.2309765226360225,"Warm, Dry",55,93,High,Medium,High,Gen-33
277,Chilli frutescens,1133,10.541849791803681,Yellow,124866,G7,G8,Medium,2.7285077737651653,"Warm, Dry",63,131,Medium,Medium,High,Gen-24
278,Chilli galapagoense,547,8.929299775919429,Yellow,151873,G6,G3,Low,4.400731548576276,"Warm, Humid",47,115,Low,Medium,Low,Gen-56
279,Chilli chinense,1345,4.752954178193622,Red,5258,G5,G6,High,8.723716055191082,"Cool, Dry",49,148,Low,High,Medium,Gen-99
280,Chilli eximium,963,13.857935222397312,Red,26937,G9,G5,Medium,7.296218280310514,"Warm, Humid",68,101,Medium,High,Medium,Gen-62
281,Chilli annuum,958,11.513201942078567,Orange,40654,G7,G8,Medium,8.955641750405757,"Warm, Dry",41,121,High,High,High,Gen-92
282,Chilli lanceolatum,312,3.604072230457186,Yellow,51230,G4,G7,Medium,1.9297479942266995,"Warm, Humid",68,90,Medium,Medium,High,Gen-90
283,Chilli tovarii,1451,14.525158273499962,Purple,171827,G5,G4,High,8.054375825948345,"Warm, Humid",44,149,Medium,High,Medium,Gen-19
284,Chilli flexuosum,680,10.29090576927196,Red,26990,G1,G1,High,2.886941999870312,"Warm, Humid",50,81,Low,High,Low,Gen-79
285,Chilli galapagoense,1272,9.196017660882141,Orange,26241,G7,G1,Medium,1.6629940131236753,"Cool, Dry",67,104,Medium,Low,High,Gen-43
286,Chilli galapagoense,470,6.181726802665734,Green,140687,G2,G9,Medium,5.652062387808773,"Cool, Dry",68,148,Medium,Medium,Medium,Gen-91
287,Chilli tovarii,1186,8.93315016700602,Orange,153326,G3,G4,Low,9.898009128126768,"Warm, Dry",59,92,Medium,Medium,Low,Gen-41
288,Chilli baccatum,839,6.611264595843176,Purple,193711,G1,G2,Medium,8.436477430477922,"Warm, Dry",64,104,High,High,High,Gen-75
289,Chilli chacoense,1041,10.37941790512631,Purple,109846,G3,G7,High,4.447970841589144,"Warm, Humid",51,104,Medium,Low,Low,Gen-32
290,Chilli lanceolatum,1198,12.219314580384621,Orange,12275,G3,G6,High,2.013285419892014,"Cool, Dry",48,108,Low,High,Medium,Gen-47
291,Chilli baccatum,942,5.2127401776337905,Red,146980,G7,G9,High,9.97163667797426,"Warm, Humid",50,138,Low,Medium,Medium,Gen-79
292,Chilli annuum,1101,10.44124673498124,Orange,199175,G4,G6,Low,8.840226905534898,"Warm, Dry",49,80,Low,Low,High,Gen-9
293,Chilli lanceolatum,599,14.217690488618272,Purple,11394,G6,G1,Low,7.905434758704719,"Warm, Dry",68,88,Medium,High,Low,Gen-93
294,Chilli chinense,442,9.986528642451507,Purple,11648,G6,G3,Low,5.831220146062195,"Warm, Dry",40,113,Medium,Low,Medium,Gen-95
295,Chilli pubescens,1345,11.701833171000452,Purple,166624,G2,G1,High,8.032098399699711,"Warm, Humid",68,82,High,Low,Low,Gen-41
296,Chilli tovarii,630,13.263742079219536,Orange,20925,G2,G5,Low,6.511597421647991,"Cool, Dry",40,105,High,High,Low,Gen-79
297,Chilli annuum,984,12.606885177621736,Orange,195985,G1,G1,Low,6.333189791361356,"Cool, Dry",58,114,Low,Medium,Low,Gen-98
298,Chilli chinense,593,5.128351432114492,Red,15826,G6,G5,High,7.718826873417129,"Cool, Dry",62,92,High,Medium,High,Gen-28
299,Chilli eximium,891,8.038584971445932,Purple,86353,G8,G1,Low,8.669374612777135,"Warm, Dry",40,95,High,Medium,Low,Gen-5
300,Chilli frutescens,1118,4.5402839530294,Yellow,106286,G6,G6,Medium,1.2302154280433153,"Warm, Dry",64,132,Low,Low,High,Gen-45
301,Chilli baccatum,656,10.220813170708691,Red,176013,G9,G4,Low,7.840711540494029,"Cool, Dry",56,101,Low,High,Low,Gen-85
302,Chilli eximium,1356,13.172471936877692,Green,143903,G2,G6,Low,7.005018048819619,"Cool, Dry",54,142,High,Medium,High,Gen-60
303,Chilli cardenasii,735,3.618986833112778,Orange,117724,G9,G5,Medium,5.594145790949636,"Cool, Dry",54,81,Medium,Low,Low,Gen-88
304,Chilli annuum,647,5.418635003007728,Purple,133970,G2,G1,High,5.602756377009301,"Cool, Dry",45,145,Medium,Low,Low,Gen-56
305,Chilli tovarii,905,3.519782221565485,Red,160768,G9,G4,High,2.3039877208182062,"Warm, Dry",40,132,Low,Medium,Medium,Gen-26
306,Chilli baccatum,1276,3.4034731724207035,Red,23684,G8,G7,High,6.8921347720423904,"Cool, Dry",58,121,High,Medium,Low,Gen-69
307,Chilli lanceolatum,1446,8.559224250919168,Red,26750,G1,G4,Low,3.4197187596397822,"Warm, Dry",42,103,Medium,Low,Medium,Gen-8
308,Chilli cardenasii,1221,11.898958028699667,Purple,196607,G3,G8,Low,7.452222797560502,"Cool, Dry",44,80,Medium,Medium,Low,Gen-38
309,Chilli annuum,1237,4.806813855571259,Green,109882,G7,G7,Medium,9.717860624425207,"Warm, Humid",56,112,Medium,High,Medium,Gen-60
310,Chilli eximium,1040,8.177538699199221,Yellow,91104,G2,G5,Medium,9.887702972749711,"Warm, Dry",69,105,Low,Medium,Medium,Gen-99
311,Chilli annuum,1109,10.80799371809454,Red,10037,G4,G3,Low,9.051279354627525,"Warm, Humid",46,106,High,Medium,Low,Gen-10
312,Chilli lanceolatum,1178,12.040493812185208,Orange,177860,G7,G4,Medium,2.5101766631871643,"Warm, Humid",50,125,Low,High,High,Gen-46
313,Chilli eximium,902,9.25580593527598,Green,67253,G7,G1,High,8.998516085541697,"Warm, Dry",68,120,Low,High,Medium,Gen-24
314,Chilli pubescens,1027,10.065435196874896,Purple,107022,G1,G5,High,8.208471085935127,"Warm, Humid",43,138,Medium,Low,High,Gen-51
315,Chilli chacoense,1368,7.68112098263701,Green,187328,G7,G6,Low,7.631303166505586,"Warm, Humid",43,137,Medium,Low,High,Gen-76
316,Chilli pubescens,1401,14.761483197950334,Orange,147793,G8,G5,Medium,3.5004515817689796,"Cool, Dry",64,132,High,Medium,High,Gen-76
317,Chilli rhomboideum,1323,14.233404710121265,Yellow,21169,G1,G6,High,1.7205522267749438,"Cool, Dry",48,113,Low,High,High,Gen-64
318,Chilli chinense,387,10.476095105383143,Green,117082,G9,G8,Medium,2.1612733274805267,"Cool, Dry",66,127,High,Low,Medium,Gen-89
319,Chilli rhomboideum,681,4.903036992211284,Red,138596,G4,G1,High,9.344615897018155,"Warm, Dry",65,143,Low,Low,High,Gen-81
320,Chilli chacoense,670,11.596862455111191,Yellow,167990,G4,G5,Medium,2.1876960125870015,"Warm, Humid",54,92,Low,Medium,High,Gen-74
321,Chilli chacoense,418,11.680783357524861,Orange,59311,G6,G2,Medium,1.605921396480523,"Warm, Dry",40,124,Low,Medium,Medium,Gen-15
322,Chilli rhomboideum,792,14.087757157127044,Orange,3175,G2,G4,High,2.364138723658776,"Cool, Dry",61,129,Low,High,Low,Gen-9
323,Chilli pubescens,360,9.353675984567642,Orange,76129,G4,G9,High,1.4306264969491629,"Warm, Humid",49,143,Medium,High,Low,Gen-1
324,Chilli galapagoense,1481,8.743922431989695,Orange,153172,G3,G3,Low,8.325769904520987,"Warm, Humid",47,140,High,High,High,Gen-48
325,Chilli baccatum,622,14.647470115811881,Green,58039,G8,G1,High,2.081553409758043,"Warm, Dry",50,143,Low,Medium,Medium,Gen-96
326,Chilli rhomboideum,1014,14.646801180144173,Purple,33094,G9,G8,High,2.568965113495434,"Cool, Dry",63,93,Low,Medium,Low,Gen-94
327,Chilli lanceolatum,1368,9.334112783938807,Red,178041,G7,G6,High,6.557528050326606,"Warm, Dry",68,91,Medium,Medium,Low,Gen-6
328,Chilli tovarii,314,14.321939996247043,Yellow,85994,G9,G4,Low,7.994859605733577,"Warm, Dry",66,106,Medium,High,High,Gen-66
329,Chilli rhomboideum,1063,6.314122440720613,Yellow,157446,G6,G7,Low,1.053682284590223,"Cool, Dry",64,107,Medium,Low,High,Gen-64
330,Chilli chacoense,859,13.490705781092325,Orange,21234,G8,G8,Low,7.434426385140563,"Warm, Dry",44,130,High,High,Medium,Gen-43
331,Chilli frutescens,783,10.636609450335692,Orange,31396,G9,G7,Medium,6.603790645669459,"Warm, Dry",50,112,High,High,Medium,Gen-77
332,Chilli galapagoense,687,8.759229270843715,Green,42749,G9,G9,Medium,6.332822857674516,"Cool, Dry",68,99,High,Low,Low,Gen-81
333,Chilli tovarii,669,12.963283480530155,Red,15671,G8,G7,Medium,9.870762225408656,"Warm, Humid",44,103,Low,Medium,Low,Gen-30
334,Chilli baccatum,1146,3.3235901082106287,Purple,18722,G6,G4,Low,7.548256260793851,"Warm, Dry",47,132,Medium,Low,High,Gen-48
335,Chilli pubescens,1261,4.403206190533662,Green,92184,G8,G9,High,7.073053797550302,"Warm, Dry",54,149,Low,Low,Medium,Gen-28
336,Chilli pubescens,706,12.21415913692952,Purple,54390,G8,G8,Medium,4.24807765501197,"Warm, Humid",48,114,Medium,Medium,High,Gen-95
337,Chilli galapagoense,745,8.98742158356888,Purple,33916,G6,G8,Low,2.7796099697484644,"Warm, Humid",52,135,Medium,Medium,Medium,Gen-72
338,Chilli rhomboideum,887,11.891657364285303,Green,189884,G9,G4,Medium,3.6388289251386032,"Warm, Humid",63,91,High,Low,Medium,Gen-10
339,Chilli galapagoense,966,5.297158272216318,Green,111725,G1,G4,Low,8.739860651386893,"Warm, Humid",40,148,High,Medium,High,Gen-75
340,Chilli tovarii,1176,3.413031657480089,Red,120526,G2,G2,Medium,6.297386676508821,"Cool, Dry",45,83,Low,High,Medium,Gen-65
341,Chilli frutescens,578,14.860421394113436,Green,165170,G3,G1,High,9.784466875262828,"Cool, Dry",40,86,Low,High,High,Gen-12
342,Chilli rhomboideum,1130,10.472541330685111,Red,31786,G2,G7,Medium,7.186905787823673,"Warm, Humid",40,84,Low,Medium,Low,Gen-88
343,Chilli flexuosum,1400,7.14102256278336,Green,150440,G5,G4,Low,3.115429793197066,"Warm, Humid",69,131,Medium,High,High,Gen-7
344,Chilli galapagoense,566,14.6886426165362,Red,102692,G2,G8,Medium,6.240194402866102,"Warm, Dry",62,126,Medium,High,Low,Gen-57
345,Chilli tovarii,947,14.05269782641717,Green,104126,G3,G3,Low,4.838027653617811,"Warm, Dry",42,92,Medium,Medium,Medium,Gen-97
346,Chilli flexuosum,709,10.897331532796322,Orange,130346,G8,G3,High,6.398115992885741,"Cool, Dry",64,110,High,Medium,Medium,Gen-90
347,Chilli annuum,705,8.389935083507888,Green,72122,G4,G4,Low,8.561279731872382,"Warm, Humid",59,128,Low,High,Low,Gen-60
348,Chilli frutescens,1178,5.1975927329872444,Red,162814,G6,G9,High,3.098456164000701,"Cool, Dry",59,105,High,Low,Medium,Gen-52
349,Chilli pubescens,769,7.8259602820525185,Purple,43842,G5,G1,Medium,9.539138786159,"Warm, Dry",62,101,Medium,Medium,Medium,Gen-45
350,Chilli rhomboideum,455,8.558630930289684,Yellow,101052,G8,G9,High,6.982118855559724,"Warm, Dry",69,123,Low,Medium,Low,Gen-2
351,Chilli frutescens,1046,13.405417491841538,Green,59265,G9,G6,High,8.047918210548612,"Warm, Humid",45,92,Medium,Low,Low,Gen-3
352,Chilli baccatum,1394,14.243868315365992,Purple,128524,G2,G4,Medium,2.4797914323481174,"Cool, Dry",54,104,High,High,Medium,Gen-92
353,Chilli chinense,836,6.34410637742311,Yellow,5285,G4,G6,High,9.696619947062082,"Warm, Dry",43,134,High,High,Medium,Gen-41
354,Chilli eximium,650,10.962856751754787,Orange,104316,G9,G6,Medium,5.337325097633658,"Warm, Humid",68,139,Medium,High,High,Gen-84
355,Chilli tovarii,693,5.949468550178027,Yellow,24029,G9,G6,Medium,7.5453167251688695,"Warm, Dry",49,90,Medium,High,Medium,Gen-54
356,Chilli annuum,1053,6.537049391185063,Green,193368,G6,G3,Low,8.274540432791687,"Warm, Dry",41,131,Low,Medium,Medium,Gen-72
357,Chilli lanceolatum,400,10.915488613861601,Orange,145261,G2,G3,High,4.828897926510179,"Cool, Dry",64,108,High,High,Medium,Gen-34
358,Chilli rhomboideum,1073,12.884082404177882,Yellow,8617,G5,G3,High,1.2668177605038509,"Warm, Dry",48,90,High,Low,High,Gen-78
359,Chilli rhomboideum,809,11.735103636424412,Red,1224,G5,G2,High,3.1842635855533343,"Warm, Dry",68,90,High,Low,Medium,Gen-97
360,Chilli chacoense,382,4.935641419786217,Purple,33697,G1,G5,Medium,5.333345979797875,"Warm, Humid",52,81,Low,Medium,Medium,Gen-31
361,Chilli cardenasii,1401,12.885986033905954,Green,12036,G6,G6,Medium,1.4818687248948548,"Warm, Humid",50,121,High,Low,Low,Gen-59
362,Chilli lanceolatum,1373,9.31940536329484,Red,27678,G5,G4,High,3.076423167356603,"Warm, Dry",46,83,High,High,High,Gen-74
363,Chilli tovarii,1093,4.306316803717884,Green,121273,G7,G8,High,3.8796602787790304,"Warm, Dry",69,104,High,High,Low,Gen-94
364,Chilli chinense,310,5.451176274201911,Purple,58377,G2,G2,High,7.676389556898612,"Warm, Dry",41,140,Low,Low,Low,Gen-47
365,Chilli pubescens,1439,5.703481854562217,Red,46153,G1,G1,Medium,5.532954377191997,"Warm, Dry",63,81,Low,High,High,Gen-26
366,Chilli annuum,364,13.514638987225103,Red,76507,G9,G7,High,8.939785046037736,"Warm, Dry",67,114,Low,High,High,Gen-68
367,Chilli chinense,1388,10.11519264109057,Yellow,144739,G3,G9,Low,3.0587615888543422,"Cool, Dry",64,132,Medium,High,Low,Gen-48
368,Chilli frutescens,1072,13.091026370508889,Orange,94584,G4,G3,Medium,7.13280127571153,"Warm, Dry",54,114,Medium,Low,High,Gen-83
369,Chilli rhomboideum,825,6.392543165326618,Purple,183790,G9,G5,High,7.8628768735070675,"Cool, Dry",41,102,High,Medium,High,Gen-85
370,Chilli baccatum,486,4.840922675032807,Orange,186779,G5,G9,Medium,7.914224462218956,"Cool, Dry",41,91,Medium,Low,High,Gen-42
371,Chilli baccatum,1302,3.1819362975135914,Green,153204,G2,G5,High,4.945841418135656,"Warm, Dry",62,93,Medium,Low,Medium,Gen-5
372,Chilli eximium,731,3.996118005295399,Green,190792,G1,G1,High,7.013743755451081,"Warm, Dry",46,120,Medium,Low,Medium,Gen-40
